Restaurant: 1-Jaskan Grilli, address: Dagmarinkatu -, 00100 Helsinki
Restaurant: Loosister, address: Hämeentie 50, 00500 Helsinki
Restaurant: Los Cojones, address: Annankatu 15, 00120 Helsinki
Restaurant: Lounas-kahvila Brahe, address: Läntinen Brahenkatu 6, 00510 Helsinki
Restaurant: Lounaskahvila Kavio, address: Rajametsäntie 32, 00630 Helsinki
Restaurant: Lounaskahvila Raiku, address: Hämeentie 1, 00530 Helsinki
Restaurant: Lounaskahvila Rannikko, address: Hermannin rantatie 10, 2. krs, 00580 Helsinki
Restaurant: Lounaskahvila Stora Flickor, address: Sahaajankatu 20, 00810 Helsinki
Restaurant: Lounasparkki Oy, address: Postintaival 5, 00240 Helsinki
Restaurant: Lounaspirtti Pippuri, address: Arinatie 1, 00370 Helsinki
Restaurant: Lounaspiste Tattari, address: Valuraudantie 5, 00700 Helsinki
Restaurant: Lounasravintola Café Klaffi, address: Ruosilantie 1, 00390 Helsinki
Restaurant: Lounasravintola Esteri, address: Esterinportti 2, 00240 Helsinki
Restaurant: Lounasravintola Gardenia, address: Koetilantie 1, 00790 Helsinki
Restaurant: Lounasravintola Hima, address: Mekaanikonkatu 5, 00880 Helsinki
Restaurant: Lounasravintola Mediterrane, address: Melkonkatu 18, 00210 Helsinki
Restaurant: Lounasravintola Morningdeli, address: Hakuninmaantie 2, 00430 Helsinki
Restaurant: Lounasravintola Särmä, address: Visbynkatu 3, 00930 Helsinki
Restaurant: Lounasstarkki, address: Puusepänkatu, 00810 Helsinki
Restaurant: Lungberg, address: Kankurinkatu 3, 00150 Helsinki
Restaurant: Lungi, address: Korkeavuorenkatu 2 a, 00140 Helsinki
Restaurant: Luomo, address: Katariinankatu 1, 00170 Helsinki
Restaurant: Lyon, address: Mannerheimintie 56, 00260 Helsinki
Restaurant: M-Grilli, address: Pallaksentie 2, 00970 Helsinki
Restaurant: M/S Baltic Princess, Buffet Tallink, address: Länsiterminaali L4, Tyynenmerenkatu 8, 00220 Helsinki
Restaurant: M/S Doris, IHA-Lines Oy Helsinki Cruises, address: Kolera-allas 2, 00130 Helsinki
Restaurant: M/S Katarina, Royal Line Oy, address: Kolera-allas 7, 00130 Helsinki
Restaurant: M/S King, Royal Line Oy, address: Kolera-allas 7, 00130 Helsinki
Restaurant: M/s Natalia, Royal Line Oy, address: Kolera-allas 7, 00130 Helsinki
Restaurant: M/S Silja Serenade - Bistro Maxime, address: Olympiaranta 1, 00140 Helsinki
Restaurant: Macu, address: Mannerheimintie 50, 00260 Helsinki
Restaurant: Macumaa lounas&bistro, address: Kornetintie 3, 00380 Helsinki
Restaurant: Made in Kallio, address: Vaasankatu 14, 00550 Helsinki
Restaurant: Maharaja, address: Mannerheimintie 21-23, 00250 Helsinki
Restaurant: Majakkalaiva Relandersgrund, address: Meritullintori, 00170 Helsinki
Restaurant: Makalu, address: Pikkalankatu 5, 00700 Helsinki
Restaurant: Makasiini Restaurant & Bar, address: Katajanokanlaituri 7, 00160 Helsinki
Restaurant: Makki Makki, The Korean/Japanese Kitchen, address: Bulevardi 19, 00120 Helsinki
Restaurant: Malmin Grilli-Kioski, address: 
Restaurant: Malmin kuningas, address: Latokartanontie 3, 00700 Helsinki
Restaurant: Mamma Mia Two, address: Mäkitorpantie 18, 00620 Helsinki
Restaurant: Manala, address: Dagmarinkatu 2, 00100 Helsinki
Restaurant: Manaslu, address: Ruosilantie 10, 00390 Helsinki
Restaurant: Manhattan Steak House, address: Eteläesplanadi 24, 00130 Helsinki
Restaurant: Manhattan Steak House Forum, address: Mannerheimintie 20, 00100 Helsinki
Restaurant: Manskun Pizza Kebab, address: Mannerheimintie 130, 00270 Helsinki
Restaurant: Manteli Triotto, address: Läkkisepäntie 21, 00620 Helsinki
Restaurant: Mantra, address: Laivalahdenkaari 42, 00810 Helsinki
Restaurant: Marco Polo, address: Mäkelänkatu 22, 00510 Helsinki
Restaurant: Mardin Express, address: Kaupintie 16, 00440 Helsinki
Restaurant: Mardin Pizzeria, address: Isonnevantie 24 B/B9, 00320 Helsinki
Restaurant: Marian konditoria (leipomon myymälä), address: Orakas 5, 00760 Helsinki
Restaurant: Marian konditoria Columbus, address: Vuotie 45, 00980 Helsinki
Restaurant: Marian Konditoria Hakaniemen kauppahalli, address: Hakaniemen torikatu, 00530 Helsinki
Restaurant: Marian konditoria Itäkeskus, address: Itäkatu 1, 00930 Helsinki
Restaurant: Marian konditoria Kaisaniemi, address: Kaisaniemenkatu 5, 00100 Helsinki
Restaurant: Marian konditoria Kontula, address: Keinulaudankuja 4, 00940 Helsinki
Restaurant: Marian konditoria Oulunkylä, address: Siltavoudintie 4, 00640 Helsinki
Restaurant: Marian konditoria Pasila, address: Pasilan asema, 00520 Helsinki
Restaurant: Marian konditoria Ristikko, address: Ajomiehentie 1, 00390 Helsinki
Restaurant: Marian konditoria Sörnäinen, address: Sörnäisten metroasema, 00500 Helsinki
Restaurant: Marian konditoria Töölö, address: Linnankoskenkatu 13, 00250 Helsinki
Restaurant: Marian Pub, address: Päivöläntie 24, 00730 Helsinki
Restaurant: Marikahvila, address: Pohjoisesplanadi 33, 00100 Helsinki
Restaurant: Mario, address: Itäkatu, kerros 2, liiketila 253D, 00930 Helsinki
Restaurant: Mario's, address: Nordenskiöldinkatu 11-13, 00250 Helsinki
Restaurant: Market flavours, address: Kauppatori, 00130 Helsinki
Restaurant: Marocco, address: Museokatu 7, 00100 Helsinki
Restaurant: Marski Bar & Restaurant, address: Mannerheimintie 10, 00100 Helsinki
Restaurant: Martina, address: Itämerenkatu 21, 00180 Helsinki
Restaurant: Martina Hämeentie 35, address: Hämeentie 35, 00500 Helsinki
Restaurant: Mattolaituri, address: Ehrenströmintie 3 A, 00140 Helsinki
Restaurant: Maunulan maja, address: Metsäläntie, 00620 Helsinki
Restaurant: Maunulan pizza-kebab palvelu, address: Metsäpurontie 16, 00630 Helsinki
Restaurant: Max's Cafe, address: Munkkiniemen Puistotie 7, 00330 Helsinki
Restaurant: Maxill, address: Korkeavuorenkatu 4, 00150 Helsinki
Restaurant: Maya Bar & Grill, address: Mikonkatu 18, 00100 Helsinki
Restaurant: mbar, address: Mannerheimintie 22-24, 00100 Helsinki
Restaurant: McDonald's Asematunneli, address: Asema-aukio 1, 00100 Helsinki
Restaurant: McDonald's Forum Katutaso, address: Mannerheimintie 16, 00100 Helsinki
Restaurant: McDonald's Hakaniemi, address: Siltasaarenkatu 12, 00530 Helsinki
Restaurant: McDonald's Herttoniemi, address: Laivalahdenkatu 1, 00810 Helsinki
Restaurant: McDonald's Iso Roba, address: Iso Roobertinkatu 1, 00120 Helsinki
Restaurant: McDonald's Itäkeskus, address: Itäkatu 1 A 13, 00930 Helsinki
Restaurant: McDonald's Kamppi, address: Fredrikinkatu 46, 00100 Helsinki
Restaurant: McDonald's Meilahti, address: Paciuksenkatu 29, 00270 Helsinki
Restaurant: McDonald's Pukinmäki, address: Pukinmäenkaari 55, 00720 Helsinki
Restaurant: McDonald's Ruoholahti, address: Itämerenkatu 14, 00180 HELSINKI
Restaurant: McDonald's Sokos, address: Asema-aukio 2, 00100 Helsinki
Restaurant: McDonald's Teollisuuskatu, address: Teollisuuskatu 6, 00500 Helsinki
Restaurant: Mega Pizza Kebab, address: Kivensilmänkuja 1/3, 00920 Helsinki
Restaurant: Mei Kitchen, address: Höyläämötie 11, 00380 Helsinki
Restaurant: Mei Lin Chinese Restaurant, address: Lönnrotinkatu 33-35, 00180 Helsinki
Restaurant: Melissa, address: Sentnerikuja 3, 00440 Helsinki
Restaurant: Memphis Hesari, address: Kluuvikatu 8, 00100 Helsinki
Restaurant: Memphis Kamppi, address: Annanaukio 2 D, 00100 Helsinki
Restaurant: Meng Loong, address: Itälahdenkatu 27, 00210 Helsinki
Restaurant: Meri Pizzeria Kahvila, address: Meripellontie 11 D, 00910 Helsinki
Restaurant: Meri Pub, address: Haapaniemenkatu 14, 00530 Helsinki
Restaurant: Merimakasiini, address: Hietalahdenranta 14, 00180 Helsinki
Restaurant: Merimies Pub, address: Merimiehenkatu 27, 00150 Helsinki
Restaurant: Merirosvo, address: Ostostie 4 A 5, 00940 Helsinki
Restaurant: Mero-Himal, address: Veturitori 2, 00520 Helsinki
Restaurant: Mesikeidas, address: Haapaniemenkatu 3, 00530 Helsinki
Restaurant: Messenius, address: Messeniuksenkatu 7, 00250 Helsinki
Restaurant: Mestarikilta, address: Rahakamarinportti 3 B, 00240 Helsinki
Restaurant: Mestaritalli, address: Merikannontie 2, Toivo Kuulan Puisto, 00260 Helsinki
Restaurant: Metro Fast Food (Metro kebab), address: Hämeentie 6 B L1, 00530 Helsinki
Restaurant: Metsälän Pizzeria Radio FM, address: Läkkisepäntie 6, 00620 Helsinki
Restaurant: Mevlana Sofrasi, address: Kastelholmantie 2, 00900 Helsinki
Restaurant: Meze Point, address: Mikonkatu 8, 00100 Helsinki
Restaurant: Mikon Kiska, address: Riihipellontie 1, 00390 Helsinki
Restaurant: Mikura Sushi, address: Viipurinkatu 1 C, 00510 Helsinki
Restaurant: Mille Mozzarelle, address: Pursimiehenkatu 7a, 00150 Helsinki
Restaurant: Mille Sorrisi, address: Erätie 3, 00730 Helsinki
Restaurant: Mimi Ravintola - Helsinki, address: Kurkimäentie 17, 00940 Helsinki
Restaurant: Ming Plaza, address: Pulttitie 20 A, 00880 Helsinki
Restaurant: Minttu, address: Ilkantie 19, 00400 Helsinki
Restaurant: Miyako, address: Iso Roobertinkatu 11, 00120 Helsinki
Restaurant: Mmaku, address: Mannerheimintie 25, 00250 Helsinki
Restaurant: Moko Market & Café Sörnäinen, address: Vilhonvuorenkatu 11, 00500 Helsinki
Restaurant: Moko Market Café, address: Perämiehenkatu 10, 00150 Helsinki
Restaurant: Moon Shing, address: Humalistonkatu 3, 00250 Helsinki
Restaurant: Mordillo, address: Eskolantie 1, 00720 Helsinki
Restaurant: Moskova, address: Eerikinkatu 11, 00100 Helsinki
Restaurant: Motellet, address: Annankatu 10, 00120 Helsinki
Restaurant: Mount Everest Nokka, address: Luotsikatu 12, 00160 Helsinki
Restaurant: Mountain, address: Nordenskiöldinkatu 8, 00250 Helsinki
Restaurant: MO´DE, address: Viipurinkatu 18, 00510 Helsinki
Restaurant: Mr. Don, address: Runeberginkatu 28, 00100 Helsinki
Restaurant: Mt. Everest, address: Lapinlahdenkatu 17, 00180 Helsinki
Restaurant: Mt. Everest Vilhola, address: Vilhonkatu 9, 00100 Helsinki
Restaurant: Mukesh, address: Sturenkatu 28, 00510 Helsinki
Restaurant: Munkkiniemen pizzeria kebab, address: Huopalahdentie 7, 00330 Helsinki
Restaurant: Musiikkitalon Ravintolat, address: Mannerheimintie 13a A, 00100 Helsinki
Restaurant: Musta Härkä, address: Mäkelänkatu 52, 00510 Helsinki
Restaurant: Mutteri, address: Lauttasaarentie 2, 00200 Helsinki
Restaurant: Naapuriravintola Jyvänen, address: Kiviparintie 2, 00920 Helsinki
Restaurant: Namaskaar, address: Mannerheimintie 100, 00250 Helsinki
Restaurant: Namaskaar Express Fenniakortteli, address: Vuorikatu 14, 00100 Helsinki
Restaurant: Namaskaar Express Rautatieasema, address: Rautatieaseman kauppakuja, Elielinaukio 3, 00100 Helsinki
Restaurant: Namaskaar Express, Forum, address: Mannerheimintie 20 B, 00100 Helsinki
Restaurant: Namaskaar Express, Kamppi, address: Kampin ostoskeskus, katutaso, 00100 Helsinki
Restaurant: Namu Grill & Tapas, address: Kaivokatu 6 3. kerros, 00100 Helsinki
Restaurant: Nan Chang Keittiö, address: Lönnrotinkatu 15, 00120 Helsinki
Restaurant: Nanking, address: Kalevankatu 28, 00100 Helsinki
Restaurant: Natural Flavour Tea House, address: Mikonkatu 8 (Aikatalo, street level), 00100 Helsinki
Restaurant: Nepalilainen Ravintola Lumbini, address: Vattuniemenranta 2, 00210 Helsinki
Restaurant: Nerone, address: Pursimiehenkatu 27, 00150 Helsinki
Restaurant: Neste Oil Motorest Eläintarha, address: Nordenskiöldinkatu 22, 00240 Helsinki
Restaurant: New Bamboo Center, address: Annankatu 29, 00100 Helsinki
Restaurant: Nikolai II, address: Kolera-allas, 00130 Helsinki
Restaurant: Nirmal, address: Runeberginkatu 60, 00260 Helsinki
Restaurant: NJK, address: Valkosaari 1, 00140 Helsinki
Restaurant: Nokka, address: Kanavaranta 7, 00160 Helsinki
Restaurant: Nonparelli Catering, address: Hitsaajankatu 9, 00810 Helsinki
Restaurant: Noodle Bar, address: Vuorikatu 14, 00100 Helsinki
Restaurant: Nuevo, address: Sofiankatu 4, 00170 Helsinki
Restaurant: Nuori Messipoika, address: Maatullinaukio 10, 00750 Helsinki
Restaurant: Nuorisokahvila Clubi, address: Kaupintie 16, 00440 Helsinki
Restaurant: Nur Pizza Kebab, address: Yhdyskunnantie 43, 00680 Helsinki
Restaurant: NYC Burger, address: Itämerenkatu 21, 00180 Helsinki
Restaurant: Nyyrikki, address: pohjolankatu 2, 00610 Helsinki
Restaurant: Nätti, address: Hakaniemen kauppahalli 14-20, 00530 Helsinki
Restaurant: O'Gelis, address: Torivoudintie 1, 00640 Helsinki
Restaurant: O'Learys Forum, address: Mannerheimintie 14–20, 00100 Helsinki
Restaurant: Octopus Pizza & Kebab, address: Vaasankatu 15L, 00530 Helsinki
Restaurant: Olipa kerran..., address: Albertinkatu 34, 00180 Helsinki
Restaurant: Oliva Verde, address: Runeberginkatu 6, 00100 Helsinki
Restaurant: Olo Ravintola, address: Pohjoisesplanadi 5, 00160 Helsinki
Restaurant: Olo Terrace Bar, address: Rikhardinkatu 1, 00130 Helsinki
Restaurant: Oluthuone Kaisla, address: Vilhonkatu 4, 00100 Helsinki
Restaurant: Oluthuone Kuikka, address: Helsinginkatu 32, 00530 Helsinki
Restaurant: Olutravintola Jano, address: Mäkitorpantie 11, 00620 Helsinki
Restaurant: Olutravintola Oljenkorsi, address: Intiankatu 18, 00560 Helsinki
Restaurant: Olutravintola Solmu, address: Aurinkoranta 8, 00990 Helsinki
Restaurant: Oma, address: Malminrinne 2-3, 00100 Helsinki
Restaurant: One Tiny Champagne Bar, address: Pohjoisesplanadi 41, 00100 Helsinki
Restaurant: Onnenautuus, address: Pihkatie 6 G, 00410 Helsinki
Restaurant: Onni Pizzeria, address: Kirstinkatu 13, 00510 Helsinki
Restaurant: Oopperan Grilli, address: Mannerheimintie 17, 00250 Helsinki
Restaurant: Orchid Thai-Viet Kitchen, address: Urho Kekkosen katu 1, 00100 Helsinki
Restaurant: Orion, address: Henry Fordin katu 6 B, 2krs, 00150 Helsinki
Restaurant: oulunkylän kebab pizzeria, address: siltavoudintie 4L7, 00640 Helsinki
Restaurant: Oyster Bar, address: Lönnrotinkatu 34, 00180 Helsinki
Restaurant: Paahtimo- ja suklaakauppa caffi, address: Mannerheimintie 22-24, 00100 Helsinki
Restaurant: Paasinkellari, address: Paasivuorenkatu 5, 00530 Helsinki
Restaurant: Paasiravintola, address: Paasivuorenkatu 5 A, 00530 Helsinki
Restaurant: Pacifico, address: Helsinginkatu 15, 00500 Helsinki
Restaurant: Painobaari, address: Postikuja 2, 00100 Helsinki
Restaurant: Palace Pizza, address: Kurjenkellonkuja 1, 00940 Helsinki
Restaurant: Pallogrilli, address: Ajomiehentie 1, 00390 Helsinki
Restaurant: Palmenia, address: Nilsiänkatu 3, 00510 Helsinki
Restaurant: Palmeri Pizza and Kebab, address: Hämeentie 35 a, 00500 Helsinki
Restaurant: Palmia / Munkan Helmi, address: Laajalahdentie 30, 00330 Helsinki
Restaurant: Palmia Pasilan kirjasto, address: Rautatieläisenkatu 8, 00520 Helsinki
Restaurant: Panimoravintola Bruuveri, address: Fredrikinkatu 63, 00100 Helsinki
Restaurant: Papa Albert, address: Albertinkatu 30, 00120 Helsinki
Restaurant: Pappas Pizza, address: Teollisuuskatu 32, 00510 Helsinki
Restaurant: Park Pub, address: Puistolantori 1, 00760 Helsinki
Restaurant: Parrilla Española, address: Eerikinkatu 4, 00100 Helsinki
Restaurant: Pasha's Restaurant, address: Eerikinkatu 14, 00100 Helsinki
Restaurant: Pasila Visio, address: Televisiokatu 4, 00240 Helsinki
Restaurant: Pasilan Express, address: Ratapihantie 3, 00520 Helsinki
Restaurant: Pasilan Kuningas, address: Asemapäällikönkatu 3, 00520 Helsinki
Restaurant: Pasilan Pizzapalvelu, address: Asemapäällikönkatu 3, 00520 Helsinki
Restaurant: PASSIO Keittiö ja Baari, address: Kalevankatu 13, 00100 Helsinki
Restaurant: Pasta La Vista, address: Messuaukio 1, 00520 Helsinki
Restaurant: Pastis, address: Pieni Roobertinkatu 2, 00130 Helsinki
Restaurant: Patisserie Teemu & Markus, address: Yrjönkatu 25, 00100 Helsinki
Restaurant: Pekan ja Merjan Lounasmyymälä & Kahvio, address: Mannerheimintie 96, 00250 Helsinki
Restaurant: Peking, address: Aleksis Kiven katu 16, 00500 Helsinki
Restaurant: Peking House, address: Näyttelijäntie 14, 00400 Helsinki
Restaurant: Pelimanni, address: Puistolantori 4, 00760 Helsinki
Restaurant: Pelinainen Oy, address: Helsinginkatu 25, 00510 Helsinki
Restaurant: Pelmenit, address: Kustaankatu 7, 00500 Helsinki
Restaurant: Peninsula1899, address: Katajanokanlaituri 5, 00160 Helsinki
Restaurant: Phad thai cafe & restaurant, address: Urheilukatu 36, 00250 Helsinki
Restaurant: Piano, address: Rauhankatu 15, 00170 Helsinki
Restaurant: Piccolo Mondo, address: Aleksanterinkatu 15, 00100 Helsinki
Restaurant: Piccolo Pizza, address: Ratapihantie 6, 00520 Helsinki
Restaurant: Picnic Asematunneli, address: Asematunneli, 00100 Helsinki
Restaurant: Picnic Asematunneli City-Center, address: Asematunneli, 00100 Helsinki
Restaurant: Picnic Forum - Kukontori, address: Mannerheimintie 20, 00100 Helsinki
Restaurant: Picnic Forum - pohjakerros, address: Mannerheimintie 20, 00100 Helsinki
Restaurant: Picnic Fredrikinkatu 28, address: Fredrikinkatu 28, 00120 Helsinki
Restaurant: Picnic Fredrikinkatu 61, address: Fredrikinkatu 61, 00100 Helsinki
Restaurant: Picnic Herttoniemi, address: Hitsaajankatu 15, 00810 Helsinki
Restaurant: Picnic Itäkeskus, address: Itäkatu 1-5, Kauppakeskus Itis, 00930 Helsinki
Restaurant: Picnic Kaisaniemen Metrohalli, address: Kaisaniemen metroasema, 00100 Helsinki
Restaurant: Picnic Kampintori, address: Urho Kekkosenkatu 1, 00100 Helsinki
Restaurant: Picnic Kamppi, address: Urho Kekkosen katu 1, 00100 Helsinki
Restaurant: Picnic Kasarmikatu 42, address: Kasarmikatu 42, 00130 Helsinki
Restaurant: Picnic Lauttasaarenkatu 29, address: Lauttasaarenkatu 29, 00200 Helsinki
Restaurant: Picnic Melkonkatu 28, address: Melkonkatu 28, 00210 Helsinki
Restaurant: Picnic Ogeli Kylänvanhimmantie 29, address: Kylänvanhimmantie 29, 00640 Helsinki
Restaurant: Picnic Runeberginkatu 46, address: Runeberginkatu 46, 00260 Helsinki
Restaurant: Picnic Ruoholahti, address: Itämerenkatu 11, 00180 Helsinki
Restaurant: Picnic Sörnäinen, address: Hämeentie 29, 00500 Helsinki
Restaurant: Picnic Topeliuksenkatu 8, address: Topeliuksenkatu 8, 00250 Helsinki
Restaurant: Picnic Yrjönkatu 4, address: 
Restaurant: Pihlajan Pizzapalvelu, address: Vuolukiventie 7, 00710 Helsinki
Restaurant: Pihlajiston Pizzeria, address: Salpausseläntie 13 B, 00710 Helsinki
Restaurant: Pihlis Pizzeria, address: Meripihkantie 1, 00710 Helsinki
Restaurant: Pihvimesta Steak Out, address: Hansakuja 4-5, 00930 Helsinki
Restaurant: Pihvipaikka Karhunpesä, address: Alppikatu 9, 00530 Helsinki
Restaurant: Pikku Eerikin Pippuri, address: Eerikinkatu 17, 00100 Helsinki
Restaurant: Pikku Ranska, address: Ulvilantie 19, 00350 Helsinki
Restaurant: Pikku-Nepal, address: Annankatu 29, 00100 Helsinki
Restaurant: Pikku-Vallila, address: Vallilantie 19 C, 00510 Helsinki
Restaurant: Pikkubaari, address: Huopalahdentie 13, 00330 Helsinki
Restaurant: Pikkudami, address: pitkänsillanranta 2, 00530 Helsinki
Restaurant: Pikkuhaikara, address: Hermannin rantatie 22, 00580 Helsinki
Restaurant: Pinkan Lounas, address: Teerisuonkuja 1, 00700 Helsinki
Restaurant: Pitäjänmäen Pizzapalvelu, address: Pitäjänmäentie 15, 00370 Helsinki
Restaurant: Pivnice Hostina, address: Annankatu 27, 00100 Helsinki
Restaurant: Pivnice Milenka, address: Haapaniemenkatu 3-5, 00530 Helsinki
Restaurant: Pivnice Poseidon, address: Kruunuvuorenkatu 1, 00160 Helsinki
Restaurant: Pizza Center, address: Vilhonvuorenkatu 5, 00500 Helsinki
Restaurant: Pizza Driver, address: Kolmaslinja 36, 00530 Helsinki
Restaurant: Pizza Driver Pihlajamäki, address: Vuolukiventie 7, 00710 Helsinki
Restaurant: Pizza Express - Itä-Pakila, address: Koulumestarintie 15, 00680 Helsinki
Restaurant: Pizza Express - Kallio, address: Helsinginkatu 21, 00510 Helsinki
Restaurant: Pizza Express - Vallila, address: Hämeentie 81-83D, 00550 Helsinki
Restaurant: Pizza Express Haaga, address: Laajasuontie 8, 00320 Helsinki
Restaurant: Pizza Express Herttoniemi, address: Laivalahdenportti 6, 00810 Helsinki
Restaurant: Pizza Express Kannelmäki, address: Kanneltie 11, 00420 Helsinki
Restaurant: Pizza Express Konala, address: Riihipellontie 2-4, 00390 Helsinki
Restaurant: Pizza Express Kruunuhaka, address: Mariankatu 18, 00170 Helsinki
Restaurant: Pizza Express Käpylä, address: Pohjolankatu 1, 00610 Helsinki
Restaurant: Pizza Express Lauttasaari, address: Lauttasaarentie 13, 00200 Helsinki
Restaurant: Pizza Express Malmi, address: Latokartanontie 3, 00700 Helsinki
Restaurant: Pizza Express Vaarala, address: Kalteentie 2, 00770 Helsinki
Restaurant: Pizza Express Vartiokylä, address: Kiviportintie 6, 00950 Helsinki
Restaurant: Pizza Hut Citykäytävä, address: Aleksanterinkatu 21, 00100 Helsinki
Restaurant: Pizza Hut Hartwall Areena, address: Areenakuja 1, 00240 Helsinki
Restaurant: Pizza Hut Messukeskus, address: Messuaukio 1, 00520 Helsinki
Restaurant: Pizza Hut Munkkivuori, address: Raumantie 1, 00350 Helsinki
Restaurant: Pizza Hut Tennispalatsi, address: Fredrikinkatu 65, 00100 Helsinki
Restaurant: Pizza Paja, address: Solnantie 33, 00330 Helsinki
Restaurant: Pizza Pasila, address: Junailijankuja 5, 00520 Helsinki
Restaurant: Pizza Service Haaga, address: Huovitie 6, 00400 Helsinki
Restaurant: Pizza Service Itäkeskus, address: Kauppakartanonkatu 5, 00930 Helsinki
Restaurant: Pizza Service Kallio, address: Helsinginkatu 21, 00510 Helsinki
Restaurant: Pizza Service Keskusta, address: Albertinkatu 36, 00180 Helsinki
Restaurant: Pizza Service Laajasalo, address: Yliskyläntie 3 b, 00840 Helsinki
Restaurant: Pizza Service-Pukinmäki, address: Eskolantie 2, 00720 Helsinki
Restaurant: Pizza Speed, address: Humikkalanrinne 1, 00940 Helsinki
Restaurant: Pizza-kebab Puotilan Säde, address: Metrokatu 1, 00910 Helsinki
Restaurant: Pizzaexpress - Lauttasaari, address: Lauttasaarentie 13, 00200 Helsinki
Restaurant: Pizzapalvelu Kivikko, address: Lohkarekuja 1, 00940 Helsinki
Restaurant: Pizzaservice, address: Albertinkatu 36a, 00180 Helsinki
Restaurant: Pizzataikurit, address: Tapulikaupungintie 9, 00750 Helsinki
Restaurant: Pizzataxi Hakaniemi, address: Hämeentie 7, 00530 Helsinki
Restaurant: Pizzataxi Herttoniemi, address: Kaivolahdenkatu 4, 00810 Helsinki
Restaurant: Pizzataxi Kannelmäki, address: Klaneettitie 7, 00420 Helsinki
Restaurant: Pizzataxi Kontula, address: Ostoskeskus, 00940 Helsinki
Restaurant: Pizzataxi Malmi, address: Kirkonkyläntie 14, 00700 Helsinki
Restaurant: Pizzataxi Maunula, address: Männikkötie 4-6, 00630 Helsinki
Restaurant: Pizzataxi Ruoholahti, address: Itämerenkatu 12, 00180 Helsinki
Restaurant: Pizzataxi Vuosaari, address: Vuotie 45, 00980 Helsinki
Restaurant: Pizzeria Abone, address: Jousimiehentie 3, 00740 Helsinki
Restaurant: Pizzeria Anesi, address: Caloniuksenkatu 9, 00100 Helsinki
Restaurant: Pizzeria Apollo, address: Vaasankatu 8, 00500 Helsinki
Restaurant: Pizzeria Cortana, address: Meri-Rastilantie 2, 00980 Helsinki
Restaurant: Pizzeria Dedo's, address: Mannerheimintie 29, 00250 Helsinki
Restaurant: Pizzeria Dominous, address: Gunillantie 8 a, 00870 Helsinki
Restaurant: Pizzeria Hauler, address: Vihdintie 15, 00320 Helsinki
Restaurant: Pizzeria Keko, address: Vironkatu 11, 00170 Helsinki
Restaurant: Pizzeria Maavi, address: Kalkkihiekantie 1, 00980 Helsinki
Restaurant: Pizzeria Marmaris, address: Fleminginkatu 13, 00500 Helsinki
Restaurant: Pizzeria Melissa, address: Takkatie 7 A, 00380 Helsinki
Restaurant: Pizzeria Mozzarella, address: Puustellinpolku 25, 00410 Helsinki
Restaurant: Pizzeria Nikolai, address: Suomenlinna A10, 00190 Helsinki
Restaurant: Pizzeria Online, address: Pitäjänmäentie 19, 00370 Helsinki
Restaurant: Pizzeria Parmesan, address: Intiankatu 28, 00560 Helsinki
Restaurant: Pizzeria Paussi, address: Viipurinkatu 14, 00510 Helsinki
Restaurant: Pizzeria Rif, address: Humikkalanrinne 1, 00940 Helsinki
Restaurant: Pizzeria Shine, address: Mechelininkatu 12-14, 00100 Helsinki
Restaurant: Pizzeria Shine - Mellunmäki, address: Laakavuorenkuja 2, 00970 Helsinki
Restaurant: Pizzeria Sopranos, address: Pietarinkatu 16 B 21, 00140 Helsinki
Restaurant: Pizzeria Toli, address: Laurintie 145, 01400 Vantaa
Restaurant: Pizzeria Tuplaässä, address: Näyttelijäntie 14 B, 00400 Helsinki
Restaurant: Platinum Hartwall areena, address: Areenakuja 1, 00240 Helsinki
Restaurant: Plaza Mocca, address: Malmin Kauppatie 18, 00700 Helsinki
Restaurant: Porvoonkadun Baari, address: Porvoonkatu 19, 00510 Helsinki
Restaurant: Prankkari, address: Kaarlenkatu 1, 00530 Helsinki
Restaurant: Presso (Itäkeskus), address: Vanhanlinnantie 1, 00900 Helsinki
Restaurant: Presto, address: Eteläesplanadi 14, 00130 Helsinki
Restaurant: Prikhom, address: Mikonkatu 8 A, 00100 Helsinki
Restaurant: Prikthai, address: Mannerheimintie 64, 00260 Helsinki
Restaurant: Pub 94, address: Ostostie 4, 00940 Helsinki
Restaurant: Pub Kasin Kulma, address: Sturenkatu 49, 00550 Helsinki
Restaurant: Pub Kontula, address: Keinulaudankuja 4 D 45, 00940 Helsinki
Restaurant: Pub Pete, address: Hietaniemenkatu 7, 00100 Helsinki
Restaurant: Pueblo Bar y Taqueria, address: Eerikinkatu 27, 00180 Helsinki
Restaurant: Puistolan Pizzapalvelu, address: Puistolantori 1, 00760 Helsinki
Restaurant: Punainen Aurinko, address: Mäkelänkatu 45, 00550 Helsinki
Restaurant: Punainen Omena, address: Malminkaari 13-19, 00700 Helsinki
Restaurant: Puotilan Pizza & Kebab, address: Rusthollarintie 2, 00910 Helsinki
Restaurant: Pure Bistro, address: Katariinankatu 1, 00170 Helsinki
Restaurant: Puro Deli & Café, address: Korkeavuorenkatu 27, 00130 Helsinki
Restaurant: Putte's Bar & Pizzeria, address: Kalevankatu 6, 00100 Helsinki
Restaurant: Päiväkahvibaari / Helsingin Kahvipaahtimo, address: Päijänteentie 29, 00510 Helsinki
Restaurant: Queen Sheba, address: Mechelininkatu 8, 00100 Helsinki
