Restaurant: 1-Jaskan Grilli, address: Dagmarinkatu -, 00100 Helsinki
Restaurant: Möttönen Teemu Juhana, address: Helsinginkatu 2 A C 86, Helsinki
Restaurant: Naamiointi Eija Hakkarainen, address: Kyyhkysmäki 2A 8, Espoo
Restaurant: Naapuriravintola Jyvänen, address: Kiviparintie 2, 00920 Helsinki
Restaurant: Namaskaar, address: Mannerheimintie 100, 00250 Helsinki
Restaurant: Namaskaar Express, address: Vuorikatu 14, Helsinki
Restaurant: Namaskaar Express Fenniakortteli, address: Vuorikatu 14, 00100 Helsinki
Restaurant: Namaskaar Express Rautatieasema, address: Rautatieaseman kauppakuja, Elielinaukio 3, 00100 Helsinki
Restaurant: Namaskaar Express, Forum, address: Mannerheimintie 20 B, 00100 Helsinki
Restaurant: Namaskaar Express, Kamppi, address: Kampin ostoskeskus, katutaso, 00100 Helsinki
Restaurant: Namu Food & Lounge, address: Kaivokatu 6, Helsinki
Restaurant: Namu Grill & Tapas, address: Kaivokatu 6 3. kerros, 00100 Helsinki
Restaurant: Nan Chang Keittiö, address: Lönnrotinkatu 15, 00120 Helsinki
Restaurant: Nan Hai, address: Huopalahdentie 13, Helsinki
Restaurant: Nanking, address: Kalevankatu 28, 00100 Helsinki
Restaurant: Natural Flavour Tea House, address: Mikonkatu 8 (Aikatalo, street level), 00100 Helsinki
Restaurant: Navigare Bar, address: Kanavaranta 7, Helsinki
Restaurant: Navy Jerry's, address: Hietaniemenkatu 2, Helsinki
Restaurant: Navy Jerry's Rum Bar, address: Hietaniemenkatu 2, HELSINKI
Restaurant: Nellu Pub, address: Ratapihantie 6, Helsinki
Restaurant: Nelmanni, address: Ratapihantie 6, Helsinki
Restaurant: Nepalilainen Ravintola Lumbini, address: Vattuniemenranta 2, 00210 Helsinki
Restaurant: Nerone, address: Pursimiehenkatu 27, 00150 Helsinki
Restaurant: Neste Oil Motorest Eläintarha, address: Nordenskiöldinkatu 22, 00240 Helsinki
Restaurant: New Bamboo Center, address: Annankatu 29, 00100 Helsinki
Restaurant: Night People Oy, address: Iso Puistotie 1, HELSINKI
Restaurant: Niiranen Tmi, address: Meri-Rastilan tie 21 F 68, Helsinki
Restaurant: Nikolai II, address: Kolera-allas, 00130 Helsinki
Restaurant: Nirmal, address: Runeberginkatu 60, 00260 Helsinki
Restaurant: Nissinen Osmo, address: Alppikatu 15 B 50, Helsinki
Restaurant: NJK, address: Valkosaari 1, 00140 Helsinki
Restaurant: Noisework Productions, address: Myllypellontie 1, Helsinki
Restaurant: Nokka, address: Kanavaranta 7, 00160 Helsinki
Restaurant: Noksux Sound & Lighting, address: Valkjärventie 1, Espoo
Restaurant: Nonparelli Catering, address: Hitsaajankatu 9, 00810 Helsinki
Restaurant: Noodle Bar, address: Vuorikatu 14, 00100 Helsinki
Restaurant: Norisushi Bar, address: Eteläranta 1, Helsinki
Restaurant: norpatti, address: Kivihaankuja 6B 15, Helsinki
Restaurant: Norsöline, address: Kalkkihiekantorin laivalaituri, HELSINKI
Restaurant: Northgrind Music, address: Pajalahdentie 17 E 82, Helsinki
Restaurant: Nosturi, address: Telakkakatu 8, Helsinki
Restaurant: Nosturin Alakerta, address: Telakkakatu 8, Helsinki
Restaurant: Nuevo, address: Sofiankatu 4, 00170 Helsinki
Restaurant: Nukketeatteri Sampo, address: Klaavuntie 11, Helsinki
Restaurant: Nukketeatteri-Annos, address: Iso Roobertinkatu 41 A 23, Helsinki
Restaurant: Nukketeatterikeskus Poiju, address: Kutomotie 18 B, Helsinki
Restaurant: Nuori Messipoika, address: Maatullinaukio 10, 00750 Helsinki
Restaurant: Nuorisokahvila Clubi, address: Kaupintie 16, 00440 Helsinki
Restaurant: Nur Pizza Kebab, address: Yhdyskunnantie 43, 00680 Helsinki
Restaurant: NYC Burger, address: Itämerenkatu 21, 00180 Helsinki
Restaurant: Nyman Niki, address: Castreninkatu 28 B 46, Helsinki
Restaurant: Nyyrikki, address: pohjolankatu 2, 00610 Helsinki
Restaurant: Näkövammaiset lapset ry, Synskadade barn rf, address: Hietakummuntie 18, Helsinki
Restaurant: Nätti, address: Hakaniemen kauppahalli 14-20, 00530 Helsinki
Restaurant: O' Gelis Bar, address: Torivoudintie 1, Helsinki
Restaurant: O'Gelis, address: Torivoudintie 1, 00640 Helsinki
Restaurant: O'Gelis Bar, address: Torivoudintie 1, HELSINKI
Restaurant: O'Learys, address: Forum, Helsinki
Restaurant: O'Learys Forum, address: Mannerheimintie 14–20, 00100 Helsinki
Restaurant: O'Malley's, address: Yrjönkatu 26, Helsinki
Restaurant: Octopus Pizza & Kebab, address: Vaasankatu 15L, 00530 Helsinki
Restaurant: Ohjelmapalvelu Lightning, T:mi Jonni Salama, address: Laakavuorentie 7A 23, Helsinki
Restaurant: Ohjelmaravintola Malmintori, address: Viljatie 4, HELSINKI
Restaurant: Oiva, address: Porthaninkatu 5, Helsinki
Restaurant: Old Fox, address: Malminkatu 26, Helsinki
Restaurant: Old Hat, address: Mannerheimintie 3, HELSINKI
Restaurant: Old Sophie, address: Koskelantie 9, Helsinki
Restaurant: Olipa kerran..., address: Albertinkatu 34, 00180 Helsinki
Restaurant: Oliva Verde, address: Runeberginkatu 6, 00100 Helsinki
Restaurant: Oljenkorsi, address: Intiankatu 18, Helsinki
Restaurant: Olo Ravintola, address: Pohjoisesplanadi 5, 00160 Helsinki
Restaurant: Olo Terrace Bar, address: Rikhardinkatu 1, 00130 Helsinki
Restaurant: Olohuone bar, address: Yliskyläntie 3, HELSINKI
Restaurant: Olotila, address: Gunnel Nymanin Katu 5, Helsinki
Restaurant: Oluthuone Kaisla, address: Vilhonkatu 4, 00100 Helsinki
Restaurant: Oluthuone Kuikka, address: Helsinginkatu 32, 00530 Helsinki
Restaurant: Oluthuone William K., address: Kantelettarentie 1, HELSINKI
Restaurant: Olutravintola Hertsikan Helmi, address: Hitsaajankatu 14, HELSINKI
Restaurant: Olutravintola Jano, address: Mäkitorpantie 11, 00620 Helsinki
Restaurant: Olutravintola Marian Helmi, address: Snellmaninkatu 17, HELSINKI
Restaurant: Olutravintola Nurkka, address: Ratavartijankatu 3, HELSINKI
Restaurant: Olutravintola Oljenkorsi, address: Intiankatu 18, 00560 Helsinki
Restaurant: Olutravintola Pikkulintu, address: Klaavuntie 11, HELSINKI
Restaurant: Olutravintola Solmu, address: Aurinkoranta 8, 00990 Helsinki
Restaurant: Olutravintola Vastarannan Kiiski, address: Runeberginkatu 26, HELSINKI
Restaurant: Olympix, address: Mäntymäki 2, Helsinki
Restaurant: Olympix bar & cafe, address: Mäntymäki 2, HELSINKI
Restaurant: Om'pu, address: Siltasaarenkatu 15, Helsinki
Restaurant: Oma, address: Malminrinne 2-3, 00100 Helsinki
Restaurant: Omapohja, address: Itäinen teatterikuja, Helsinki
Restaurant: Omnivori Tmi, address: Vuorimiehenpuistikko 6, Helsinki
Restaurant: On The Rocks, address: Mikonkatu 15, Helsinki
Restaurant: One Pint Pub, address: Santakatu 2, HELSINKI
Restaurant: One Tiny, address: Pohjoisesplanadi 41, Helsinki
Restaurant: One Tiny Champagne Bar, address: Pohjoisesplanadi 41, 00100 Helsinki
Restaurant: Onnenautuus, address: Pihkatie 6 G, 00410 Helsinki
Restaurant: Onni Pizzeria, address: Kirstinkatu 13, 00510 Helsinki
Restaurant: Oopperan Grilli, address: Mannerheimintie 17, 00250 Helsinki
Restaurant: Ooster, address: Rautatieasema, Helsinki
Restaurant: Ooster Olut- ja viinihuone, address: Helsingin rautatieasema, länsisiipi, HELSINKI
Restaurant: Open Bar, address: Yliopistonkatu 5, Helsinki
Restaurant: Opteam Bar, address: Mikonkatu 2D, Helsinki
Restaurant: Orchid Thai-Viet Kitchen, address: Urho Kekkosen katu 1, 00100 Helsinki
Restaurant: Orion, address: Henry Fordin katu 6 B, 2krs, 00150 Helsinki
Restaurant: Osakuntabaari, address: Urho Kekkosen katu 4-6 D, HELSINKI
Restaurant: Osk Sydäntila, address: Kaivonkatsojantie 8A 3, Helsinki
Restaurant: oulunkylän kebab pizzeria, address: siltavoudintie 4L7, 00640 Helsinki
Restaurant: Oy Addis Ab, address: Korkeavuorenkatu 2, Helsinki
Restaurant: Oy Moek Trading, address: Mannerheimintie 12A 1, Helsinki
Restaurant: Oyster Bar, address: Lönnrotinkatu 34, 00180 Helsinki
Restaurant: P & M Design Ab, address: Kalliolinnantie 12 F, Helsinki
Restaurant: Paahtimo- ja suklaakauppa caffi, address: Mannerheimintie 22-24, 00100 Helsinki
Restaurant: Paasinkellari, address: Paasivuorenkatu 5, 00530 Helsinki
Restaurant: Paasiravintola, address: Paasivuorenkatu 5 A, 00530 Helsinki
Restaurant: Pabla Ky, address: Mannerheimintie 8, Helsinki
Restaurant: Pacifico, address: Helsinginkatu 15, 00500 Helsinki
Restaurant: Painobaari, address: Postikuja 2, 00100 Helsinki
Restaurant: Palace Pizza, address: Kurjenkellonkuja 1, 00940 Helsinki
Restaurant: Paletti, address: Finnoon Sisustustalo, Espoo
Restaurant: Pallogrilli, address: Ajomiehentie 1, 00390 Helsinki
Restaurant: Palmenia, address: Nilsiänkatu 3, 00510 Helsinki
Restaurant: Palmeri Pizza and Kebab, address: Hämeentie 35 a, 00500 Helsinki
Restaurant: Palmia / Munkan Helmi, address: Laajalahdentie 30, 00330 Helsinki
Restaurant: Palmia Pasilan kirjasto, address: Rautatieläisenkatu 8, 00520 Helsinki
Restaurant: Panimoravintola Bruuveri, address: Fredrikinkatu 63, 00100 Helsinki
Restaurant: Pantterimedia Ky, address: Mannerheimintie 142, Helsinki
Restaurant: Papa Albert, address: Albertinkatu 30, 00120 Helsinki
Restaurant: Papa Albert Ristorante & Bar, address: Albertinkatu 30, HELSINKI
Restaurant: Pappas Pizza, address: Teollisuuskatu 32, 00510 Helsinki
Restaurant: Paris Pub, address: Keinulaudankuja 4, HELSINKI
Restaurant: Park Pub, address: Puistolantori 1, 00760 Helsinki
Restaurant: Parnell's Olympia, address: Läntinen Brahenkatu 2, HELSINKI
Restaurant: Parrilla Española, address: Eerikinkatu 4, 00100 Helsinki
Restaurant: Parturi-Kampaamo Hiuskarva, address: Vaasankatu 20, Helsinki
Restaurant: Pasha's Restaurant, address: Eerikinkatu 14, 00100 Helsinki
Restaurant: Pasila Visio, address: Televisiokatu 4, 00240 Helsinki
Restaurant: Pasilan Express, address: Ratapihantie 3, 00520 Helsinki
Restaurant: Pasilan Kuningas, address: Asemapäällikönkatu 3, 00520 Helsinki
Restaurant: Pasilan Pizzapalvelu, address: Asemapäällikönkatu 3, 00520 Helsinki
Restaurant: PASSIO Keittiö ja Baari, address: Kalevankatu 13, 00100 Helsinki
Restaurant: Pasta La Vista, address: Messuaukio 1, 00520 Helsinki
Restaurant: Pastis, address: Pieni Roobertinkatu 2, 00130 Helsinki
Restaurant: Pataässä, address: Snellmanninkatu 13, Helsinki
Restaurant: Patisserie Teemu & Markus, address: Yrjönkatu 25, 00100 Helsinki
Restaurant: Paul & Pub's Ltd, address: Kaivokatu 12, Helsinki
Restaurant: Peacock-Teatteri, address: Linnanmäki, Helsinki
Restaurant: Pekan ja Merjan Lounasmyymälä & Kahvio, address: Mannerheimintie 96, 00250 Helsinki
Restaurant: Peking, address: Aleksis Kiven katu 16, 00500 Helsinki
Restaurant: Peking House, address: Näyttelijäntie 14, 00400 Helsinki
Restaurant: Pelimanni, address: Puistolantori 4, 00760 Helsinki
Restaurant: Pelinainen Oy, address: Helsinginkatu 25, 00510 Helsinki
Restaurant: Pelmenit, address: Kustaankatu 7, 00500 Helsinki
Restaurant: Peninsula1899, address: Katajanokanlaituri 5, 00160 Helsinki
Restaurant: Peräbaari, address: Piianpolku 1, Helsinki
Restaurant: Phad thai cafe & restaurant, address: Urheilukatu 36, 00250 Helsinki
Restaurant: Piano, address: Rauhankatu 15, 00170 Helsinki
Restaurant: Piccolo Mondo, address: Aleksanterinkatu 15, 00100 Helsinki
Restaurant: Piccolo Pizza, address: Ratapihantie 6, 00520 Helsinki
Restaurant: Pickwick, address: Malmin kauppatie 18, Helsinki
Restaurant: Pickwick Kaivokatu, address: Kaivokatu 10, HELSINKI
Restaurant: Pickwick Pub, address: Pohjantie 3, Espoo
Restaurant: Picnic Asematunneli, address: Asematunneli, 00100 Helsinki
Restaurant: Picnic Asematunneli City-Center, address: Asematunneli, 00100 Helsinki
Restaurant: Picnic Forum - Kukontori, address: Mannerheimintie 20, 00100 Helsinki
Restaurant: Picnic Forum - pohjakerros, address: Mannerheimintie 20, 00100 Helsinki
Restaurant: Picnic Fredrikinkatu 28, address: Fredrikinkatu 28, 00120 Helsinki
Restaurant: Picnic Fredrikinkatu 61, address: Fredrikinkatu 61, 00100 Helsinki
Restaurant: Picnic Herttoniemi, address: Hitsaajankatu 15, 00810 Helsinki
Restaurant: Picnic Itäkeskus, address: Itäkatu 1-5, Kauppakeskus Itis, 00930 Helsinki
Restaurant: Picnic Kaisaniemen Metrohalli, address: Kaisaniemen metroasema, 00100 Helsinki
Restaurant: Picnic Kampintori, address: Urho Kekkosenkatu 1, 00100 Helsinki
Restaurant: Picnic Kamppi, address: Urho Kekkosen katu 1, 00100 Helsinki
Restaurant: Picnic Kasarmikatu 42, address: Kasarmikatu 42, 00130 Helsinki
Restaurant: Picnic Lauttasaarenkatu 29, address: Lauttasaarenkatu 29, 00200 Helsinki
Restaurant: Picnic Melkonkatu 28, address: Melkonkatu 28, 00210 Helsinki
Restaurant: Picnic Ogeli Kylänvanhimmantie 29, address: Kylänvanhimmantie 29, 00640 Helsinki
Restaurant: Picnic Runeberginkatu 46, address: Runeberginkatu 46, 00260 Helsinki
Restaurant: Picnic Ruoholahti, address: Itämerenkatu 11, 00180 Helsinki
Restaurant: Picnic Sörnäinen, address: Hämeentie 29, 00500 Helsinki
Restaurant: Picnic Topeliuksenkatu 8, address: Topeliuksenkatu 8, 00250 Helsinki
Restaurant: Picnic Yrjönkatu 4, address: 
Restaurant: Pihlajan Pizzapalvelu, address: Vuolukiventie 7, 00710 Helsinki
Restaurant: Pihlajiston Pizzeria, address: Salpausseläntie 13 B, 00710 Helsinki
Restaurant: Pihlis Pizzeria, address: Meripihkantie 1, 00710 Helsinki
Restaurant: Pihvimesta Steak Out, address: Hansakuja 4-5, 00930 Helsinki
Restaurant: Pihvipaikka Karhunpesä, address: Alppikatu 9, 00530 Helsinki
Restaurant: Piilola Tamara Julia, address: Tehtaankatu 36A 9, Helsinki
Restaurant: Pikku Baari, address: Huopalahdentie 13, Helsinki
Restaurant: Pikku Delfiinit Vauvauinti, address: Paciuksenkatu 19, Helsinki
Restaurant: Pikku Eerikin Pippuri, address: Eerikinkatu 17, 00100 Helsinki
Restaurant: Pikku Ranska, address: Ulvilantie 19, 00350 Helsinki
Restaurant: Pikku-Make, address: Munkkisaarenkatu 8 A 25, Helsinki
Restaurant: Pikku-Nepal, address: Annankatu 29, 00100 Helsinki
Restaurant: Pikku-Pelikaani, address: Meri-Rastilankuja 2, Helsinki
Restaurant: Pikku-Vallila, address: Vallilantie 19 C, 00510 Helsinki
Restaurant: Pikkubaari, address: Huopalahdentie 13, 00330 Helsinki
Restaurant: Pikkudami, address: pitkänsillanranta 2, 00530 Helsinki
Restaurant: Pikkuhaikara, address: Hermannin rantatie 22, 00580 Helsinki
Restaurant: Pikkulintu, address: Klaavuntie 11, Helsinki
Restaurant: Pineda Anuliina, address: Jaalaranta 6A 3, Helsinki
Restaurant: Pinkan Lounas, address: Teerisuonkuja 1, 00700 Helsinki
Restaurant: Pirhonen Tapio Tmi, address: Paatsamaantie 3 B 11, Helsinki
Restaurant: Pitsku City, address: Konalantie 2, Helsinki
Restaurant: Pitäjänmäen Pizzapalvelu, address: Pitäjänmäentie 15, 00370 Helsinki
Restaurant: Pivnice Hostina, address: Annankatu 27, 00100 Helsinki
Restaurant: Pivnice Hádanka, address: Mannerheimintie 104, HELSINKI
Restaurant: Pivnice Milenka, address: Haapaniemenkatu 3-5, 00530 Helsinki
Restaurant: Pivnice Poseidon, address: Kruunuvuorenkatu 1, 00160 Helsinki
Restaurant: Pixifish Writing, address: Korkeavuorenkatu 4 A 11, Helsinki
Restaurant: Pizza Center, address: Vilhonvuorenkatu 5, 00500 Helsinki
Restaurant: Pizza Driver, address: Kolmaslinja 36, 00530 Helsinki
Restaurant: Pizza Driver Pihlajamäki, address: Vuolukiventie 7, 00710 Helsinki
Restaurant: Pizza Express - Itä-Pakila, address: Koulumestarintie 15, 00680 Helsinki
Restaurant: Pizza Express - Kallio, address: Helsinginkatu 21, 00510 Helsinki
Restaurant: Pizza Express - Vallila, address: Hämeentie 81-83D, 00550 Helsinki
Restaurant: Pizza Express Haaga, address: Laajasuontie 8, 00320 Helsinki
Restaurant: Pizza Express Herttoniemi, address: Laivalahdenportti 6, 00810 Helsinki
Restaurant: Pizza Express Kannelmäki, address: Kanneltie 11, 00420 Helsinki
Restaurant: Pizza Express Konala, address: Riihipellontie 2-4, 00390 Helsinki
Restaurant: Pizza Express Kruunuhaka, address: Mariankatu 18, 00170 Helsinki
Restaurant: Pizza Express Käpylä, address: Pohjolankatu 1, 00610 Helsinki
Restaurant: Pizza Express Lauttasaari, address: Lauttasaarentie 13, 00200 Helsinki
Restaurant: Pizza Express Malmi, address: Latokartanontie 3, 00700 Helsinki
Restaurant: Pizza Express Vaarala, address: Kalteentie 2, 00770 Helsinki
Restaurant: Pizza Express Vartiokylä, address: Kiviportintie 6, 00950 Helsinki
Restaurant: Pizza Hut Citykäytävä, address: Aleksanterinkatu 21, 00100 Helsinki
Restaurant: Pizza Hut Hartwall Areena, address: Areenakuja 1, 00240 Helsinki
Restaurant: Pizza Hut Messukeskus, address: Messuaukio 1, 00520 Helsinki
Restaurant: Pizza Hut Munkkivuori, address: Raumantie 1, 00350 Helsinki
Restaurant: Pizza Hut Tennispalatsi, address: Fredrikinkatu 65, 00100 Helsinki
Restaurant: Pizza Paja, address: Solnantie 33, 00330 Helsinki
Restaurant: Pizza Pasila, address: Junailijankuja 5, 00520 Helsinki
Restaurant: Pizza Service Haaga, address: Huovitie 6, 00400 Helsinki
Restaurant: Pizza Service Itäkeskus, address: Kauppakartanonkatu 5, 00930 Helsinki
Restaurant: Pizza Service Kallio, address: Helsinginkatu 21, 00510 Helsinki
Restaurant: Pizza Service Keskusta, address: Albertinkatu 36, 00180 Helsinki
Restaurant: Pizza Service Laajasalo, address: Yliskyläntie 3 b, 00840 Helsinki
Restaurant: Pizza Service-Pukinmäki, address: Eskolantie 2, 00720 Helsinki
Restaurant: Pizza Speed, address: Humikkalanrinne 1, 00940 Helsinki
Restaurant: Pizza-kebab Puotilan Säde, address: Metrokatu 1, 00910 Helsinki
Restaurant: Pizzaexpress - Lauttasaari, address: Lauttasaarentie 13, 00200 Helsinki
Restaurant: Pizzapalvelu Kivikko, address: Lohkarekuja 1, 00940 Helsinki
Restaurant: Pizzaria Cafe Kaitaan Metropol, address: Vaasankatu 18, Helsinki
Restaurant: Pizzaservice, address: Albertinkatu 36a, 00180 Helsinki
Restaurant: Pizzataikurit, address: Tapulikaupungintie 9, 00750 Helsinki
Restaurant: Pizzataxi Hakaniemi, address: Hämeentie 7, 00530 Helsinki
Restaurant: Pizzataxi Herttoniemi, address: Kaivolahdenkatu 4, 00810 Helsinki
Restaurant: Pizzataxi Kannelmäki, address: Klaneettitie 7, 00420 Helsinki
Restaurant: Pizzataxi Kontula, address: Ostoskeskus, 00940 Helsinki
Restaurant: Pizzataxi Malmi, address: Kirkonkyläntie 14, 00700 Helsinki
Restaurant: Pizzataxi Maunula, address: Männikkötie 4-6, 00630 Helsinki
Restaurant: Pizzataxi Ruoholahti, address: Itämerenkatu 12, 00180 Helsinki
Restaurant: Pizzataxi Vuosaari, address: Vuotie 45, 00980 Helsinki
Restaurant: Pizzeria Abone, address: Jousimiehentie 3, 00740 Helsinki
Restaurant: Pizzeria Anesi, address: Caloniuksenkatu 9, 00100 Helsinki
Restaurant: Pizzeria Apollo, address: Vaasankatu 8, 00500 Helsinki
Restaurant: Pizzeria Cortana, address: Meri-Rastilantie 2, 00980 Helsinki
Restaurant: Pizzeria Dedo's, address: Mannerheimintie 29, 00250 Helsinki
Restaurant: Pizzeria Dominous, address: Gunillantie 8 a, 00870 Helsinki
Restaurant: Pizzeria Foxy Bear, address: Kettutie 2, HELSINKI
Restaurant: Pizzeria Hauler, address: Vihdintie 15, 00320 Helsinki
Restaurant: Pizzeria Keko, address: Vironkatu 11, 00170 Helsinki
Restaurant: Pizzeria Maavi, address: Kalkkihiekantie 1, 00980 Helsinki
Restaurant: Pizzeria Marmaris, address: Fleminginkatu 13, 00500 Helsinki
Restaurant: Pizzeria Melissa, address: Takkatie 7 A, 00380 Helsinki
Restaurant: Pizzeria Mozzarella, address: Puustellinpolku 25, 00410 Helsinki
Restaurant: Pizzeria Nikolai, address: Suomenlinna A10, 00190 Helsinki
Restaurant: Pizzeria Online, address: Pitäjänmäentie 19, 00370 Helsinki
Restaurant: Pizzeria Parmesan, address: Intiankatu 28, 00560 Helsinki
Restaurant: Pizzeria Paussi, address: Viipurinkatu 14, 00510 Helsinki
Restaurant: Pizzeria Rif, address: Humikkalanrinne 1, 00940 Helsinki
Restaurant: Pizzeria Shine, address: Mechelininkatu 12-14, 00100 Helsinki
Restaurant: Pizzeria Shine - Mellunmäki, address: Laakavuorenkuja 2, 00970 Helsinki
Restaurant: Pizzeria Sopranos, address: Pietarinkatu 16 B 21, 00140 Helsinki
Restaurant: Pizzeria Toli, address: Laurintie 145, 01400 Vantaa
Restaurant: Pizzeria Tuplaässä, address: Näyttelijäntie 14 B, 00400 Helsinki
Restaurant: Platinum Hartwall areena, address: Areenakuja 1, 00240 Helsinki
Restaurant: Playground, address: Iso Roobertinkatu 10, Helsinki
Restaurant: Plaza Mocca, address: Malmin Kauppatie 18, 00700 Helsinki
Restaurant: PM-ateriat, address: Museokatu 7, Helsinki
Restaurant: Poetic Sound, address: Tasankotie 20 A 15, Helsinki
Restaurant: Pohjanpoika, address: Jakomäenkuja 4, Helsinki
Restaurant: Poiju, address: Jaalaranta 5, Helsinki
Restaurant: Pole 4 Soul, address: Uudenmaankatu 34D 49, Helsinki
Restaurant: Porkkalankadun Veturi-ja Veneveistämö, address: Gunillanpolku 1 F 233, Helsinki
Restaurant: Porvoonkadun Baari, address: Porvoonkatu 19, 00510 Helsinki
Restaurant: Pp Entertainment, address: Kankaretie 11 F B 359, Helsinki
Restaurant: Praha, address: Mannerheimintie 5, HELSINKI
Restaurant: Prankkari, address: Kaarlenkatu 1, 00530 Helsinki
Restaurant: Pressa, address: Eteläinen Rautatiekatu 4, HELSINKI
Restaurant: Pressapari, address: Wallininkatu 10, Helsinki
Restaurant: Presso (Itäkeskus), address: Vanhanlinnantie 1, 00900 Helsinki
Restaurant: Presto, address: Eteläesplanadi 14, 00130 Helsinki
Restaurant: PrettyFace maskeeraaja, address: Mannerheimintie 128A 13, Helsinki
Restaurant: Prikhom, address: Mikonkatu 8 A, 00100 Helsinki
Restaurant: Prikthai, address: Mannerheimintie 64, 00260 Helsinki
Restaurant: Primario Productions, address: Merisotilaankatu 1 B 13, Helsinki
Restaurant: Prithvi Planet, address: Westendintie 99-101, Espoo
Restaurant: PRKL Club, address: Kaisaniemenkatu 4, HELSINKI
Restaurant: Pub & Music club Tillikka, address: Latokartanontie 5, HELSINKI
Restaurant: Pub 94, address: Ostostie 4, 00940 Helsinki
Restaurant: Pub 99, address: Mannerheimintie 58, HELSINKI
Restaurant: Pub Aleksis K, address: Aleksis Kiven katu 14, HELSINKI
Restaurant: Pub Cafe Notre Dame, address: Itämerenkatu 14, HELSINKI
Restaurant: Pub Cheers, address: Mustalahdentie 4, HELSINKI
Restaurant: Pub East-West, address: Opastinsilta 6, Helsinki
Restaurant: Pub Fairytale, address: Helsinginkatu 7, HELSINKI
Restaurant: Pub Fidel, address: Mannerheimintie 50, HELSINKI
Restaurant: Pub Gaselli, address: Aleksanterinkatu 46, HELSINKI
Restaurant: Pub Heinähattu, address: Vaasankatu 23, HELSINKI
Restaurant: Pub Ikkuna, address: Salomonkatu 4, HELSINKI
Restaurant: Pub Istuva Härkä, address: Eskolantie 1, HELSINKI
Restaurant: Pub Itämeren Helmi, address: Itämerenkatu 12, HELSINKI
Restaurant: Pub Jakkis, address: Huokotie 1, HELSINKI
Restaurant: Pub Janoinen Puhveli, address: Teuvo Pakkalan tie 5, HELSINKI
Restaurant: Pub Kasin Kulma, address: Sturenkatu 49, 00550 Helsinki
Restaurant: Pub Keskipiste, address: Näyttelijäntie 14, HELSINKI
Restaurant: Pub Kontula, address: Keinulaudankuja 4 D 45, 00940 Helsinki
Restaurant: Pub Magneetti, address: Mäkelänkatu 20 B, Helsinki
Restaurant: Pub Magneetti Vallila, address: Mäkelänkatu 20 B, HELSINKI
Restaurant: Pub Maria, address: Päivöläntie 24, HELSINKI
Restaurant: Pub Merikarhu, address: Ostostie 4, HELSINKI
Restaurant: Pub Merimies, address: Merimiehenkatu 27, HELSINKI
Restaurant: Pub Nellu, address: Ratapihantie 6, HELSINKI
Restaurant: Pub Olut Pankki, address: Kastelholmantie 2, HELSINKI
Restaurant: Pub Pete, address: Hietaniemenkatu 7, 00100 Helsinki
Restaurant: Pub Pizzeria Ulappasilta, address: Tyynylaavankuja 3 D, HELSINKI
Restaurant: Pub Porthan, address: Porthaninkatu 10, HELSINKI
Restaurant: Pub Pressapari, address: Wallininkatu 10, HELSINKI
Restaurant: Pub Päätön Kana, address: Pohjolankatu 2, HELSINKI
Restaurant: Pub Ravintola Taz, address: Aleksis Kiven katu 40, HELSINKI
Restaurant: Pub Sirdie, address: Kolmas linja 21, HELSINKI
Restaurant: Pub Vapaasatama, address: Merisotilaantori 1, HELSINKI
Restaurant: Pub Wanha Kettu, address: Malminkatu 22, HELSINKI
Restaurant: Pub Yy Kaa Koo, address: Leiviskäpolku 4, HELSINKI
Restaurant: Public Corner, address: Mikonkatu 15, Helsinki
Restaurant: Public Corner Mikonkatu, address: Mikonkatu 15, HELSINKI
Restaurant: Pueblo, address: Eerikinkatu 27, Helsinki
Restaurant: Pueblo Bar y Taqueria, address: Eerikinkatu 27, 00180 Helsinki
Restaurant: Puistolan Pizzapalvelu, address: Puistolantori 1, 00760 Helsinki
Restaurant: Pullman Lounge, address: Helsingin rautatieasema 1, Helsinki
Restaurant: Pulmu, address: Fleminginkatu 13, Helsinki
Restaurant: Pulmu-baari, address: Fleminginkatu 13, HELSINKI
Restaurant: Punainen Aurinko, address: Mäkelänkatu 45, 00550 Helsinki
Restaurant: Punainen Omena, address: Malminkaari 13-19, 00700 Helsinki
Restaurant: Punavuoren Ahven, address: Punavuorenkatu 12, HELSINKI
Restaurant: Puotilan Pizza & Kebab, address: Rusthollarintie 2, 00910 Helsinki
Restaurant: Puotin Krouvi, address: Kastelholmantie 2, HELSINKI
Restaurant: Pure Bistro, address: Katariinankatu 1, 00170 Helsinki
Restaurant: Puro Deli & Café, address: Korkeavuorenkatu 27, 00130 Helsinki
Restaurant: Putte's Bar & Pizza, address: Kalevankatu 6, Helsinki
Restaurant: Putte's Bar & Pizzeria, address: Kalevankatu 6, 00100 Helsinki
Restaurant: Puukko Productions, address: Urheilukatu 22 A 1, Helsinki
Restaurant: Päiväkahvibaari / Helsingin Kahvipaahtimo, address: Päijänteentie 29, 00510 Helsinki
Restaurant: Pääsky Pub, address: Pääskylänrinne 2, HELSINKI
Restaurant: Päätypub, address: Kankaretie 11 A, HELSINKI
Restaurant: Queen Sheba, address: Mechelininkatu 8, 00100 Helsinki
Restaurant: Quick Wok, address: Aleksis Kiven katu 12, 00500 Helsinki
Restaurant: Qulma, address: Mariankatu 13 B, 00170 Helsinki
